  disasm                           seq_num  
bcc                                 11756
cmps r0, r1                         11757
bls                                 11758
moveq r0, #1                        11761
movne r0, #0                        11762
bx                                  11763
ldr2_uop r1,r2, [sp, #0]            11764
ldr_uop lr, [sp, #8]                11765
addi_uop sp, sp, #12                11766
mul                                 11767
sub r1, r1, r3                      11768
bx                                  11769
subs r5, r4, r1                     11770
bne                                 11771
cmps r4, #0                         11772
bne                                 11773
mov r2, r4                          11805
add r1, r10, r5                     11806
mov r0, r6                          11807
bl                                  11808
str_uop r4, [sp, #24]               11816
str_uop r5, [sp, #20]               11817
str_uop r6, [sp, #16]               11818
str_uop r7, [sp, #12]               11819
str_uop r8, [sp, #8]                11820
str_uop lr, [sp, #4]                11821
subi_uop sp, sp, #24                11822
subs r8, r2, #0                     11823
mov r7, r0                          11824
moveq r0, r8                        11825
ldr2_uopeq r4,r5, [sp, #0]          11826
ldr2_uopeq r6,r7, [sp, #8]          11827
ldr2_uopeq r8,r36, [sp, #16]        11828
addi_uopeq sp, sp, #24              11829
uopReg_uopeq pc, r36                11830
mov r5, r1                          11845
mov r6, r8                          11846
ldr r0, [r7, #20]                   11847
ldr r3, [r7, #24]                   11848
cmps r0, r3                         11849
bcs                                 11850
cmps r6, #0                         11864
beq                                 11865
ldr r3, [r7, #152]                  11866
mov r0, r7                          11867
ldrb r1, [r5, #0]                   11868
mov lr, pc                          11869
ldr pc, [r3, #12]                   11870
str_uop r4, [sp, #16]               11875
str_uop r5, [sp, #12]               11876
str_uop r6, [sp, #8]                11877
str_uop lr, [sp, #4]                11878
subi_uop sp, sp, #16                11879
mov r6, r1                          11880
ldr r1, [r0, #0]                    11881
mov r5, r0                          11882
tsts r1, #8                         11883
bne                                 11884
tsts r1, #2048                      11885
beq                                 11886
ldr r3, [r0, #16]                   11907
cmps r3, #0                         11908
beq                                 11909
cmns r6, #1                         11910
beq                                 11911
ldr r2, [r5, #20]                   11912
ldr r3, [r5, #32]                   11913
cmps r2, r3                         11914
beq                                 11915
and r4, r6, #255                    11916
strb r4, [r2] #1                    11917
addi_uop r2, r2, #1                 11918
ldr r1, [r5, #0]                    11919
str r2, [r5, #20]                   11920
tsts r1, #2                         11921
bne                                 11922
cmps r6, #10                        11923
movne r3, #0                        11924
moveq r3, #1                        11925
ands r3, r3, r1, LSR #9             11926
beq                                 11927
mov r0, r4                          11955
ldr2_uop r4,r5, [sp, #0]            11956
ldr2_uop r6,r36, [sp, #8]           11957
addi_uop sp, sp, #16                11958
uopReg_uop pc, r36                  11959
cmns r0, #1                         11993
beq                                 11994
add r5, r5, #1                      11995
sub r6, r6, #1                      11996
b                                   11997
ldr r0, [r7, #20]                   12010
ldr r3, [r7, #24]                   12011
cmps r0, r3                         12012
bcs                                 12013
cmps r6, #0                         12014
beq                                 12015
ldr r3, [r7, #152]                  12016
mov r0, r7                          12017
ldrb r1, [r5, #0]                   12018
mov lr, pc                          12019
ldr pc, [r3, #12]                   12020
str_uop r4, [sp, #16]               12041
str_uop r5, [sp, #12]               12042
str_uop r6, [sp, #8]                12043
str_uop lr, [sp, #4]                12044
subi_uop sp, sp, #16                12045
mov r6, r1                          12046
ldr r1, [r0, #0]                    12047
mov r5, r0                          12048
tsts r1, #8                         12049
bne                                 12050
tsts r1, #2048                      12051
beq                                 12052
ldr r3, [r0, #16]                   12053
cmps r3, #0                         12054
beq                                 12055
cmns r6, #1                         12056
beq                                 12057
ldr r2, [r5, #20]                   12058
ldr r3, [r5, #32]                   12059
cmps r2, r3                         12060
beq                                 12061
and r4, r6, #255                    12062
strb r4, [r2] #1                    12063
addi_uop r2, r2, #1                 12064
ldr r1, [r5, #0]                    12065
str r2, [r5, #20]                   12066
tsts r1, #2                         12067
bne                                 12068
cmps r6, #10                        12069
movne r3, #0                        12070
moveq r3, #1                        12071
ands r3, r3, r1, LSR #9             12072
beq                                 12073
mov r0, r4                          12074
ldr2_uop r4,r5, [sp, #0]            12075
ldr2_uop r6,r36, [sp, #8]           12076
addi_uop sp, sp, #16                12077
uopReg_uop pc, r36                  12078
cmns r0, #1                         12121
beq                                 12122
add r5, r5, #1                      12123
sub r6, r6, #1                      12124
b                                   12125
ldr r0, [r7, #20]                   12126
ldr r3, [r7, #24]                   12127
cmps r0, r3                         12128
bcs                                 12129
cmps r6, #0                         12130
beq                                 12131
ldr r3, [r7, #152]                  12132
mov r0, r7                          12133
ldrb r1, [r5, #0]                   12134
mov lr, pc                          12135
ldr pc, [r3, #12]                   12136
str_uop r4, [sp, #16]               12157
str_uop r5, [sp, #12]               12158
str_uop r6, [sp, #8]                12159
str_uop lr, [sp, #4]                12160
subi_uop sp, sp, #16                12161
mov r6, r1                          12162
ldr r1, [r0, #0]                    12163
mov r5, r0                          12164
tsts r1, #8                         12165
bne                                 12166
tsts r1, #2048                      12167
beq                                 12168
ldr r3, [r0, #16]                   12169
cmps r3, #0                         12170
beq                                 12171
cmns r6, #1                         12172
beq                                 12173
ldr r2, [r5, #20]                   12174
ldr r3, [r5, #32]                   12175
cmps r2, r3                         12176
beq                                 12177
and r4, r6, #255                    12178
strb r4, [r2] #1                    12179
addi_uop r2, r2, #1                 12180
ldr r1, [r5, #0]                    12181
str r2, [r5, #20]                   12182
tsts r1, #2                         12183
bne                                 12184
cmps r6, #10                        12185
movne r3, #0                        12186
moveq r3, #1                        12187
ands r3, r3, r1, LSR #9             12188
beq                                 12189
mov r0, r4                          12190
ldr2_uop r4,r5, [sp, #0]            12191
ldr2_uop r6,r36, [sp, #8]           12192
addi_uop sp, sp, #16                12193
uopReg_uop pc, r36                  12194
cmns r0, #1                         12238
beq                                 12239
add r5, r5, #1                      12240
sub r6, r6, #1                      12241
b                                   12242
ldr r0, [r7, #20]                   12243
ldr r3, [r7, #24]                   12244
cmps r0, r3                         12245
bcs                                 12246
cmps r6, #0                         12247
beq                                 12248
ldr r3, [r7, #152]                  12249
mov r0, r7                          12250
ldrb r1, [r5, #0]                   12251
mov lr, pc                          12252
ldr pc, [r3, #12]                   12253
str_uop r4, [sp, #16]               12274
str_uop r5, [sp, #12]               12275
str_uop r6, [sp, #8]                12276
str_uop lr, [sp, #4]                12277
subi_uop sp, sp, #16                12278
mov r6, r1                          12279
ldr r1, [r0, #0]                    12280
mov r5, r0                          12281
tsts r1, #8                         12282
bne                                 12283
tsts r1, #2048                      12284
beq                                 12285
ldr r3, [r0, #16]                   12286
cmps r3, #0                         12287
beq                                 12288
cmns r6, #1                         12289
beq                                 12290
ldr r2, [r5, #20]                   12291
ldr r3, [r5, #32]                   12292
cmps r2, r3                         12293
beq                                 12294
and r4, r6, #255                    12295
strb r4, [r2] #1                    12296
addi_uop r2, r2, #1                 12297
ldr r1, [r5, #0]                    12298
str r2, [r5, #20]                   12299
tsts r1, #2                         12300
bne                                 12301
cmps r6, #10                        12302
movne r3, #0                        12303
moveq r3, #1                        12304
ands r3, r3, r1, LSR #9             12305
beq                                 12306
mov r0, r4                          12307
ldr2_uop r4,r5, [sp, #0]            12308
ldr2_uop r6,r36, [sp, #8]           12309
addi_uop sp, sp, #16                12310
uopReg_uop pc, r36                  12311
cmns r0, #1                         12350
beq                                 12351
add r5, r5, #1                      12352
sub r6, r6, #1                      12353
b                                   12354
ldr r0, [r7, #20]                   12355
ldr r3, [r7, #24]                   12356
cmps r0, r3                         12357
bcs                                 12358
cmps r6, #0                         12359
beq                                 12360
ldr r3, [r7, #152]                  12361
mov r0, r7                          12362
ldrb r1, [r5, #0]                   12363
mov lr, pc                          12364
ldr pc, [r3, #12]                   12365
str_uop r4, [sp, #16]               12366
str_uop r5, [sp, #12]               12367
str_uop r6, [sp, #8]                12368
str_uop lr, [sp, #4]                12369
subi_uop sp, sp, #16                12370
mov r6, r1                          12371
ldr r1, [r0, #0]                    12372
mov r5, r0                          12373
tsts r1, #8                         12374
bne                                 12375
tsts r1, #2048                      12376
beq                                 12377
ldr r3, [r0, #16]                   12378
cmps r3, #0                         12379
beq                                 12380
cmns r6, #1                         12381
beq                                 12382
ldr r2, [r5, #20]                   12383
ldr r3, [r5, #32]                   12384
cmps r2, r3                         12385
beq                                 12386
and r4, r6, #255                    12387
strb r4, [r2] #1                    12388
addi_uop r2, r2, #1                 12389
ldr r1, [r5, #0]                    12390
str r2, [r5, #20]                   12391
tsts r1, #2                         12392
bne                                 12393
cmps r6, #10                        12394
movne r3, #0                        12395
moveq r3, #1                        12396
ands r3, r3, r1, LSR #9             12397
beq                                 12398
mov r0, r4                          12399
ldr2_uop r4,r5, [sp, #0]            12400
ldr2_uop r6,r36, [sp, #8]           12401
addi_uop sp, sp, #16                12402
uopReg_uop pc, r36                  12403
cmns r0, #1                         12422
beq                                 12423
add r5, r5, #1                      12424
sub r6, r6, #1                      12425
b                                   12426
ldr r0, [r7, #20]                   12427
ldr r3, [r7, #24]                   12428
cmps r0, r3                         12429
bcs                                 12430
cmps r6, #0                         12431
beq                                 12432
ldr r3, [r7, #152]                  12433
mov r0, r7                          12434
ldrb r1, [r5, #0]                   12435
mov lr, pc                          12436
ldr pc, [r3, #12]                   12437
str_uop r4, [sp, #16]               12438
str_uop r5, [sp, #12]               12439
str_uop r6, [sp, #8]                12440
str_uop lr, [sp, #4]                12441
subi_uop sp, sp, #16                12442
mov r6, r1                          12443
ldr r1, [r0, #0]                    12444
mov r5, r0                          12445
tsts r1, #8                         12446
bne                                 12447
tsts r1, #2048                      12448
beq                                 12449
ldr r3, [r0, #16]                   12450
cmps r3, #0                         12451
beq                                 12452
cmns r6, #1                         12453
beq                                 12454
ldr r2, [r5, #20]                   12455
ldr r3, [r5, #32]                   12456
cmps r2, r3                         12457
beq                                 12458
and r4, r6, #255                    12459
strb r4, [r2] #1                    12460
addi_uop r2, r2, #1                 12461
ldr r1, [r5, #0]                    12462
str r2, [r5, #20]                   12463
tsts r1, #2                         12464
bne                                 12465
cmps r6, #10                        12466
movne r3, #0                        12467
moveq r3, #1                        12468
ands r3, r3, r1, LSR #9             12469
beq                                 12470
mov r0, r4                          12471
ldr2_uop r4,r5, [sp, #0]            12472
ldr2_uop r6,r36, [sp, #8]           12473
addi_uop sp, sp, #16                12474
uopReg_uop pc, r36                  12475
cmns r0, #1                         12503
beq                                 12504
add r5, r5, #1                      12505
sub r6, r6, #1                      12506
b                                   12507
ldr r0, [r7, #20]                   12508
ldr r3, [r7, #24]                   12509
cmps r0, r3                         12510
bcs                                 12511
cmps r6, #0                         12512
beq                                 12513
ldr r3, [r7, #152]                  12514
mov r0, r7                          12515
ldrb r1, [r5, #0]                   12516
mov lr, pc                          12517
ldr pc, [r3, #12]                   12518
str_uop r4, [sp, #16]               12519
str_uop r5, [sp, #12]               12520
str_uop r6, [sp, #8]                12521
str_uop lr, [sp, #4]                12522
subi_uop sp, sp, #16                12523
mov r6, r1                          12524
ldr r1, [r0, #0]                    12525
mov r5, r0                          12526
tsts r1, #8                         12527
bne                                 12528
tsts r1, #2048                      12529
beq                                 12530
ldr r3, [r0, #16]                   12531
cmps r3, #0                         12532
beq                                 12533
cmns r6, #1                         12534
beq                                 12535
ldr r2, [r5, #20]                   12536
ldr r3, [r5, #32]                   12537
cmps r2, r3                         12538
beq                                 12539
and r4, r6, #255                    12540
strb r4, [r2] #1                    12541
addi_uop r2, r2, #1                 12542
ldr r1, [r5, #0]                    12543
str r2, [r5, #20]                   12544
tsts r1, #2                         12545
bne                                 12546
cmps r6, #10                        12547
movne r3, #0                        12548
moveq r3, #1                        12549
ands r3, r3, r1, LSR #9             12550
beq                                 12551
mov r0, r4                          12552
ldr2_uop r4,r5, [sp, #0]            12553
ldr2_uop r6,r36, [sp, #8]           12554
addi_uop sp, sp, #16                12555
uopReg_uop pc, r36                  12556
cmns r0, #1                         12595
beq                                 12596
add r5, r5, #1                      12597
sub r6, r6, #1                      12598
b                                   12599
ldr r0, [r7, #20]                   12600
ldr r3, [r7, #24]                   12601
cmps r0, r3                         12602
bcs                                 12603
cmps r6, #0                         12604
beq                                 12605
ldr r3, [r7, #152]                  12606
mov r0, r7                          12607
ldrb r1, [r5, #0]                   12608
mov lr, pc                          12609
ldr pc, [r3, #12]                   12610
str_uop r4, [sp, #16]               12611
str_uop r5, [sp, #12]               12612
str_uop r6, [sp, #8]                12613
str_uop lr, [sp, #4]                12614
subi_uop sp, sp, #16                12615
mov r6, r1                          12616
ldr r1, [r0, #0]                    12617
mov r5, r0                          12618
tsts r1, #8                         12619
bne                                 12620
tsts r1, #2048                      12621
beq                                 12622
ldr r3, [r0, #16]                   12623
cmps r3, #0                         12624
beq                                 12625
cmns r6, #1                         12626
beq                                 12627
ldr r2, [r5, #20]                   12628
ldr r3, [r5, #32]                   12629
cmps r2, r3                         12630
beq                                 12631
and r4, r6, #255                    12632
strb r4, [r2] #1                    12633
addi_uop r2, r2, #1                 12634
ldr r1, [r5, #0]                    12635
str r2, [r5, #20]                   12636
tsts r1, #2                         12637
bne                                 12638
cmps r6, #10                        12639
movne r3, #0                        12640
moveq r3, #1                        12641
ands r3, r3, r1, LSR #9             12642
beq                                 12643
mov r0, r4                          12644
ldr2_uop r4,r5, [sp, #0]            12645
ldr2_uop r6,r36, [sp, #8]           12646
addi_uop sp, sp, #16                12647
uopReg_uop pc, r36                  12648
cmns r0, #1                         12680
beq                                 12681
add r5, r5, #1                      12682
sub r6, r6, #1                      12683
b                                   12684
ldr r0, [r7, #20]                   12685
ldr r3, [r7, #24]                   12686
cmps r0, r3                         12687
bcs                                 12688
cmps r6, #0                         12689
beq                                 12690
ldr r3, [r7, #152]                  12691
mov r0, r7                          12692
ldrb r1, [r5, #0]                   12693
mov lr, pc                          12694
ldr pc, [r3, #12]                   12695
str_uop r4, [sp, #16]               12696
str_uop r5, [sp, #12]               12697
str_uop r6, [sp, #8]                12698
str_uop lr, [sp, #4]                12699
subi_uop sp, sp, #16                12700
mov r6, r1                          12701
ldr r1, [r0, #0]                    12702
mov r5, r0                          12703
tsts r1, #8                         12704
bne                                 12705
tsts r1, #2048                      12706
beq                                 12707
ldr r3, [r0, #16]                   12708
cmps r3, #0                         12709
beq                                 12710
cmns r6, #1                         12711
beq                                 12712
ldr r2, [r5, #20]                   12713
ldr r3, [r5, #32]                   12714
cmps r2, r3                         12715
beq                                 12716
and r4, r6, #255                    12717
strb r4, [r2] #1                    12718
addi_uop r2, r2, #1                 12719
ldr r1, [r5, #0]                    12720
str r2, [r5, #20]                   12721
tsts r1, #2                         12722
bne                                 12723
cmps r6, #10                        12724
movne r3, #0                        12725
moveq r3, #1                        12726
ands r3, r3, r1, LSR #9             12727
beq                                 12728
mov r0, r4                          12729
ldr2_uop r4,r5, [sp, #0]            12730
ldr2_uop r6,r36, [sp, #8]           12731
addi_uop sp, sp, #16                12732
uopReg_uop pc, r36                  12733
cmns r0, #1                         12779
beq                                 12780
add r5, r5, #1                      12781
sub r6, r6, #1                      12782
b                                   12783
ldr r0, [r7, #20]                   12784
ldr r3, [r7, #24]                   12785
cmps r0, r3                         12786
bcs                                 12787
cmps r6, #0                         12788
beq                                 12789
ldr r3, [r7, #152]                  12790
mov r0, r7                          12791
ldrb r1, [r5, #0]                   12792
mov lr, pc                          12793
ldr pc, [r3, #12]                   12794
str_uop r4, [sp, #16]               12795
str_uop r5, [sp, #12]               12796
str_uop r6, [sp, #8]                12797
str_uop lr, [sp, #4]                12798
subi_uop sp, sp, #16                12799
mov r6, r1                          12800
ldr r1, [r0, #0]                    12801
mov r5, r0                          12802
tsts r1, #8                         12803
bne                                 12804
tsts r1, #2048                      12805
beq                                 12806
ldr r3, [r0, #16]                   12807
cmps r3, #0                         12808
beq                                 12809
cmns r6, #1                         12810
beq                                 12811
ldr r2, [r5, #20]                   12812
ldr r3, [r5, #32]                   12813
cmps r2, r3                         12814
beq                                 12815
and r4, r6, #255                    12816
strb r4, [r2] #1                    12817
addi_uop r2, r2, #1                 12818
ldr r1, [r5, #0]                    12819
str r2, [r5, #20]                   12820
tsts r1, #2                         12821
bne                                 12822
cmps r6, #10                        12823
movne r3, #0                        12824
moveq r3, #1                        12825
ands r3, r3, r1, LSR #9             12826
beq                                 12827
mov r0, r4                          12828
ldr2_uop r4,r5, [sp, #0]            12829
ldr2_uop r6,r36, [sp, #8]           12830
addi_uop sp, sp, #16                12831
uopReg_uop pc, r36                  12832
cmns r0, #1                         12856
beq                                 12857
add r5, r5, #1                      12858
sub r6, r6, #1                      12859
b                                   12860
ldr r0, [r7, #20]                   12861
ldr r3, [r7, #24]                   12862
cmps r0, r3                         12863
bcs                                 12864
cmps r6, #0                         12865
beq                                 12866
ldr r3, [r7, #152]                  12867
mov r0, r7                          12868
ldrb r1, [r5, #0]                   12869
mov lr, pc                          12870
ldr pc, [r3, #12]                   12871
str_uop r4, [sp, #16]               12872
str_uop r5, [sp, #12]               12873
str_uop r6, [sp, #8]                12874
str_uop lr, [sp, #4]                12875
subi_uop sp, sp, #16                12876
mov r6, r1                          12877
ldr r1, [r0, #0]                    12878
mov r5, r0                          12879
tsts r1, #8                         12880
bne                                 12881
tsts r1, #2048                      12882
beq                                 12883
ldr r3, [r0, #16]                   12884
cmps r3, #0                         12885
beq                                 12886
cmns r6, #1                         12887
beq                                 12888
ldr r2, [r5, #20]                   12889
ldr r3, [r5, #32]                   12890
cmps r2, r3                         12891
beq                                 12892
and r4, r6, #255                    12893
strb r4, [r2] #1                    12894
addi_uop r2, r2, #1                 12895
ldr r1, [r5, #0]                    12896
str r2, [r5, #20]                   12897
tsts r1, #2                         12898
bne                                 12899
cmps r6, #10                        12900
movne r3, #0                        12901
moveq r3, #1                        12902
ands r3, r3, r1, LSR #9             12903
beq                                 12904
mov r0, r4                          12905
ldr2_uop r4,r5, [sp, #0]            12906
ldr2_uop r6,r36, [sp, #8]           12907
addi_uop sp, sp, #16                12908
uopReg_uop pc, r36                  12909
cmns r0, #1                         12954
beq                                 12955
add r5, r5, #1                      12956
sub r6, r6, #1                      12957
b                                   12958
ldr r0, [r7, #20]                   12959
ldr r3, [r7, #24]                   12960
cmps r0, r3                         12961
bcs                                 12962
cmps r6, #0                         12963
beq                                 12964
ldr r3, [r7, #152]                  12965
mov r0, r7                          12966
ldrb r1, [r5, #0]                   12967
mov lr, pc                          12968
ldr pc, [r3, #12]                   12969
str_uop r4, [sp, #16]               12970
str_uop r5, [sp, #12]               12971
str_uop r6, [sp, #8]                12972
str_uop lr, [sp, #4]                12973
subi_uop sp, sp, #16                12974
mov r6, r1                          12975
ldr r1, [r0, #0]                    12976
mov r5, r0                          12977
tsts r1, #8                         12978
bne                                 12979
tsts r1, #2048                      12980
beq                                 12981
ldr r3, [r0, #16]                   13002
cmps r3, #0                         13003
beq                                 13004
cmns r6, #1                         13005
beq                                 13006
ldr r2, [r5, #20]                   13007
ldr r3, [r5, #32]                   13008
cmps r2, r3                         13009
beq                                 13010
and r4, r6, #255                    13011
strb r4, [r2] #1                    13012
addi_uop r2, r2, #1                 13013
ldr r1, [r5, #0]                    13014
str r2, [r5, #20]                   13015
tsts r1, #2                         13016
bne                                 13017
cmps r6, #10                        13018
movne r3, #0                        13019
moveq r3, #1                        13020
ands r3, r3, r1, LSR #9             13021
beq                                 13022
mov r0, r4                          13023
ldr2_uop r4,r5, [sp, #0]            13024
ldr2_uop r6,r36, [sp, #8]           13025
addi_uop sp, sp, #16                13026
uopReg_uop pc, r36                  13027
cmns r0, #1                         13030
beq                                 13031
add r5, r5, #1                      13032
sub r6, r6, #1                      13033
b                                   13034
ldr r0, [r7, #20]                   13035
ldr r3, [r7, #24]                   13036
cmps r0, r3                         13037
bcs                                 13038
cmps r6, #0                         13039
beq                                 13040
rsb r0, r6, r8                      13063
ldr2_uop r4,r5, [sp, #0]            13064
ldr2_uop r6,r7, [sp, #8]            13065
ldr2_uop r8,r36, [sp, #16]          13066
addi_uop sp, sp, #24                13067
uopReg_uop pc, r36                  13068
rsb r4, r0, r4                      13084
rsb r0, r4, r7                      13085
b                                   13086
add sp, sp, #4                      13087
ldr2_uop r4,r5, [sp, #0]            13088
ldr2_uop r6,r7, [sp, #8]            13089
ldr2_uop r8,r10, [sp, #16]          13090
ldr_uop r36, [sp, #24]              13091
addi_uop sp, sp, #28                13092
uopReg_uop pc, r36                  13093
cmps r0, r10                        13103
mov r4, r0                          13104
beq                                 13105
ldr r0, [r8, #0]                    13135
ldr r2, [r0, #20]                   13136
ldr r3, [r0, #24]                   13137
cmps r2, r3                         13138
movcc r3, r2                        13139
movcc r2, #10                       13140
strbcc r2, [r3] #1                  13141
addi_uopcc r3, r3, #1               13142
strcc r3, [r0, #20]                 13143
addcc r6, r4, #1                    13144
bcc                                 13145
mov r1, #10                         13146
bl                                  13147
ldr r3, [r0, #108]                  13161
mov r2, r0                          13162
cmps r3, #0                         13163
subeq r3, r3, #1                    13164
str lr, [sp, #-4]!                  13165
subi_uop sp, sp, #4                 13166
streq r3, [r0, #108]                13167
sub sp, sp, #4                      13168
ldr r3, [r2, #152]                  13169
mov lr, pc                          13170
ldr pc, [r3, #12]                   13171
str_uop r4, [sp, #16]               13206
str_uop r5, [sp, #12]               13207
str_uop r6, [sp, #8]                13208
str_uop lr, [sp, #4]                13209
subi_uop sp, sp, #16                13210
mov r6, r1                          13211
ldr r1, [r0, #0]                    13212
mov r5, r0                          13213
tsts r1, #8                         13214
bne                                 13215
tsts r1, #2048                      13216
beq                                 13217
ldr r3, [r0, #16]                   13238
cmps r3, #0                         13239
beq                                 13240
cmns r6, #1                         13241
beq                                 13242
ldr r2, [r5, #20]                   13243
ldr r3, [r5, #32]                   13244
cmps r2, r3                         13245
beq                                 13246
and r4, r6, #255                    13247
strb r4, [r2] #1                    13248
addi_uop r2, r2, #1                 13249
ldr r1, [r5, #0]                    13250
str r2, [r5, #20]                   13251
tsts r1, #2                         13252
bne                                 13253
cmps r6, #10                        13254
movne r3, #0                        13255
moveq r3, #1                        13256
ands r3, r3, r1, LSR #9             13257
beq                                 13258
ldr r1, [r5, #16]                   13293
mov r0, r5                          13294
rsb r2, r1, r2                      13295
bl                                  13296
str_uop r4, [sp, #8]                13297
str_uop lr, [sp, #4]                13298
subi_uop sp, sp, #8                 13299
subs r4, r2, #0                     13300
bne                                 13301
bl                                  13326
ldr r3, [r0, #0]                    13337
str_uop r4, [sp, #20]               13338
str_uop r5, [sp, #16]               13339
str_uop r6, [sp, #12]               13340
str_uop r7, [sp, #8]                13341
str_uop lr, [sp, #4]                13342
subi_uop sp, sp, #20                13343
ands r4, r3, #4096                  13344
sub sp, sp, #12                     13345
mov r5, r0                          13346
mov r7, r1                          13347
mov r6, r2                          13348
beq                                 13349
ldr r3, [r0, #8]                    13362
ldr r2, [r0, #16]                   13363
cmps r3, r2                         13364
beq                                 13365
ldr r3, [r5, #152]                  13377
mov r2, r6                          13378
mov r0, r5                          13379
mov r1, r7                          13380
mov lr, pc                          13381
ldr pc, [r3, #60]                   13382
str_uop r4, [sp, #24]               13422
str_uop r5, [sp, #20]               13423
str_uop r6, [sp, #16]               13424
str_uop r7, [sp, #12]               13425
str_uop r8, [sp, #8]                13426
str_uop lr, [sp, #4]                13427
subi_uop sp, sp, #24                13428
subs r8, r2, #0                     13429
mov r6, r0                          13430
mov r5, r1                          13431
movle r0, #0                        13432
ble                                 13433
mov r4, r8                          13434
b                                   13435
ldr r3, [r6, #60]                   13442
mov r1, r5                          13443
tsts r3, #2                         13444
mov r2, r4                          13445
bne                                 13446
ldr r0, [r6, #56]                   13447
bl                                  13448
ldr r12, [pc, #-40]                 13461
ldr r12, [pc, r12]                  13462
teqs r12, #0                        13463
bne                                 13464
mov r12, r7                         13465
mov r7, #4                          13466
mov r7, r12                         13511
cmns r0, #4096                      13512
bxcc                                13513
cmps r0, #0                         13514
add r5, r5, r0                      13515
bge                                 13516
rsb r4, r0, r4                      13546
cmps r4, #0                         13547
ble                                 13548
add r1, r6, #80                     13575
addi_uop r35, r1, #0                13576
ldr2_uop r1,r2, [r35, #0]           13577
rsb r0, r4, r8                      13578
cmps r2, #0                         13579
bge                                 13580
ldr2_uop r4,r5, [sp, #0]            13581
ldr2_uop r6,r7, [sp, #8]            13582
ldr2_uop r8,r36, [sp, #16]          13583
addi_uop sp, sp, #24                13584
uopReg_uop pc, r36                  13585
ldrh r3, [r5, #68]                  13603
cmps r3, #0                         13604
cmpsne r0, #0                       13605
mov r4, r0                          13606
bne                                 13607
ldr r3, [r5, #108]                  13608
ldr r1, [r5, #28]                   13609
cmps r3, #0                         13610
str r1, [r5, #12]                   13611
str r1, [r5, #4]                    13612
str r1, [r5, #8]                    13613
str r1, [r5, #20]                   13614
str r1, [r5, #16]                   13615
ble                                 13616
ldr r2, [r5, #0]                    13638
ldr r3, [pc, #56]                   13639
and r3, r2, r3                      13640
cmps r3, #0                         13641
movne r3, r1                        13642
ldreq r3, [r5, #32]                 13643
b                                   13644
str r3, [r5, #24]                   13653
mov r0, r4                          13654
add sp, sp, #12                     13655
ldr2_uop r4,r5, [sp, #0]            13656
ldr2_uop r6,r7, [sp, #8]            13657
ldr_uop r36, [sp, #16]              13658
addi_uop sp, sp, #20                13659
uopReg_uop pc, r36                  13660
cmps r0, r4                         13689
mvnne r0, #0                        13690
ldr2_uopne r4,r36, [sp, #0]         13691
addi_uopne sp, sp, #8               13692
uopReg_uopne pc, r36                13693
mov r0, #0                          13756
ldr2_uop r4,r36, [sp, #0]           13757
addi_uop sp, sp, #8                 13758
uopReg_uop pc, r36                  13759
cmns r0, #1                         13798
beq                                 13799
mov r0, r4                          13800
ldr2_uop r4,r5, [sp, #0]            13801
ldr2_uop r6,r36, [sp, #8]           13802
addi_uop sp, sp, #16                13803
uopReg_uop pc, r36                  13804
add sp, sp, #4                      13835
ldr_uop r36, [sp, #0]               13836
addi_uop sp, sp, #4                 13837
uopReg_uop pc, r36                  13838
cmns r0, #1                         13861
beq                                 13862
add r6, r4, #1                      13863
b                                   13864
ldr r3, [r5, #0]                    13865
tsts r3, #32768                     13866
bne                                 13867
ldr r5, [r5, #72]                   13868
ldr r3, [r5, #4]                    13869
sub r3, r3, #1                      13870
cmps r3, #0                         13871
str r3, [r5, #4]                    13872
bne                                 13873
str r3, [r5, #8]                    13874
ldr r7, [r5, #0]                    13875
mov r1, #0                          13876
mov r2, r5                          13877
mov r4, r7                          13878
ldr r3, [r2, #0]                    13879
cmps r3, r4                         13880
bne                                 13881
mov r0, r4                          13882
mvn r3, #61440                      13883
mov lr, pc                          13884
sub pc, r3, #63                     13885
ldrex r3, [r2, #0]                  13923
subs r3, r3, r0                     13924
strexeq r3, r1, [r2, #0]            13925
teqseq r3, #1                       13926
beq                                 13927
rsbs r0, r3, #0                     13928
dmb #0                              13929
mov pc, lr                          13930
bcc                                 13966
mov r3, r4                          13967
cmps r7, r3                         13968
bne                                 13969
cmps r7, #1                         13970
ble                                 13971
mov r0, r6                          14011
ldr2_uop r4,r5, [sp, #0]            14012
ldr2_uop r6,r7, [sp, #8]            14013
ldr2_uop r8,r9, [sp, #16]           14014
ldr2_uop r10,r36, [sp, #24]         14015
addi_uop sp, sp, #32                14016
uopReg_uop pc, r36                  14017
sub sp, fp, #12                     14046
addi_uop r35, sp, #0                14047
ldr2_uop fp,sp, [r35, #0]           14048
ldr_uop pc, [r35, #8]               14049
bl                                  14107
ldr r4, [pc, #212]                  14108
mov r5, r0                          14109
ldr r3, [r4, #0]                    14110
cmps r3, #0                         14111
beq                                 14112
ldr r0, [r4, #0]                    14113
ldr r3, [r0, #4]                    14114
cmps r3, #0                         14115
beq                                 14116
sub r3, r3, #1                      14117
str r3, [r0, #4]                    14118
mov r3, r3, LSL #1                  14119
add r3, r3, #1                      14120
ldr r2, [r0, r3 LSL #3]             14121
cmps r2, #3                         14122
beq                                 14123
cmps r2, #4                         14124
beq                                 14125
mov r3, r3, LSL #3                  14197
